C:\Users\Naomi\AppData\Local\Programs\Python\Python36\python.exe D:/Naomi/Desktop/Naomi/AI/AI_project/main.py --ee eg --graphs -m E_G_10000_episodes -d 0.99 -a 0.5 -e 0.002
Loading chipmunk for Windows (64bit) [C:\Users\Naomi\AppData\Local\Programs\Python\Python36\lib\site-packages\pymunk\chipmunk.dll]
no model found
episode 734: 251.98596568052338
episode 735: 396.0248409057627
episode 736: 44.97598739801907
episode 737: -21.47001344470179
episode 738: 468.1236064860217
episode 739: 430.9450119451273
episode 740: 30.86798388597377
episode 741: 526.6942940398137
episode 742: 347.56605626840803
episode 743: 370.06334638418946
episode 744: 14.097088594514368
episode 745: 285.08565840907914
episode 746: 445.0875690902383
episode 747: 31.09023690696918
episode 748: 158.7853402212027
episode 749: 588.1554424501685
episode 750: 288.3230650398284
episode 751: 277.3069819484205
episode 752: -35.15400986279642
episode 753: 25.5225448328258
episode 754: 56.199717537950676
episode 755: 100.90873155667522
episode 756: 208.1454950262052
episode 757: 182.13758409782585
episode 758: 98.46221712181752
episode 759: 253.5421276769213
episode 760: -34.6745243001125
episode 761: 394.87782950945433
episode 762: 168.48565541555334
episode 763: 484.5885435370342
episode 764: 446.0906256053796
episode 765: -12.29145225520828
episode 766: 555.6112362762443
episode 767: -31.41498316629699
episode 768: 375.7689921500911
episode 769: -22.666087184881565
episode 770: 222.4196718956587
episode 771: 142.24989899880674
episode 772: -0.5891842710111768
episode 773: 120.69143583669083
episode 774: -27.86290349317003
episode 775: 634.0252284873307
episode 776: -7.5411939840285225
episode 777: -34.44620717222894
episode 778: -36.710172932684515
episode 779: 165.93441186934047
episode 780: 43.34178486762344
episode 781: 92.64171099255817
episode 782: -15.23149238135715
episode 783: 100.77833439500624
episode 784: -0.5778340472080228
episode 785: 375.09379035260656
episode 786: 72.91841361288913
episode 787: 113.28476208727993
episode 788: 103.27887895614793
episode 789: 268.7054378126288
episode 790: 233.2889893278895
episode 791: -17.832072404614884
episode 792: 398.4456420619314
episode 793: 7.237080517876834
episode 794: -14.581532757412363
episode 795: 523.7312619458075
episode 796: 136.84627252343435
episode 797: -50.57692434222395
episode 798: 167.97792955387064
episode 799: 2.2244608135342085
episode 800: 270.6910537628184
episode 801: 577.3877147926296
episode 802: 408.9843176000547
episode 803: 191.5068627590851
